DateID,ProductID,CustomerID,ShipModeID,Sales,Profit,Quantity,AvgOrderValue,DeliveryDays
25,48,25,1,620.6145,-248.2458,3,206.8715,5
25,48,317,1,620.6145,-248.2458,3,206.8715,5
25,46,9,1,5.328,-3.552,2,2.664,5
25,46,25,1,5.328,-3.552,2,2.664,5
25,46,317,1,5.328,-3.552,2,2.664,5
25,49,9,1,258.072,0.0,3,86.024,5
25,49,25,1,258.072,0.0,3,86.024,5
25,49,317,1,258.072,0.0,3,86.024,5
25,541,9,1,258.072,0.0,3,86.024,5
25,541,25,1,258.072,0.0,3,86.024,5
25,541,317,1,258.072,0.0,3,86.024,5
25,50,9,1,617.976,-7.7247,3,205.992,5
25,50,25,1,617.976,-7.7247,3,205.992,5
25,50,317,1,617.976,-7.7247,3,205.992,5
25,99,9,1,617.976,-7.7247,3,205.992,5
25,99,25,1,617.976,-7.7247,3,205.992,5
25,99,317,1,617.976,-7.7247,3,205.992,5
26,51,26,1,12.132,-8.4924,9,1.3479999999999999,6
26,51,250,1,12.132,-8.4924,9,1.3479999999999999,6
26,51,456,1,12.132,-8.4924,9,1.3479999999999999,6
26,52,26,1,82.368,-19.5624,2,41.184,6
26,52,250,1,82.368,-19.5624,2,41.184,6
26,52,456,1,82.368,-19.5624,2,41.184,6
26,53,26,1,53.92,4.044,5,10.784,6
26,53,250,1,53.92,4.044,5,10.784,6
26,53,456,1,53.92,4.044,5,10.784,6
26,54,26,1,647.904,56.6916,6,107.984,6
26,54,250,1,647.904,56.6916,6,107.984,6
26,54,456,1,647.904,56.6916,6,107.984,6
27,55,27,1,1.624,-4.466,2,0.812,4
28,56,28,2,3059.982,-509.997,3,1019.994,2
28,56,217,2,3059.982,-509.997,3,1019.994,2
28,57,28,2,2519.958,-251.9958,7,359.994,2
28,57,217,2,2519.958,-251.9958,7,359.994,2
7,58,29,1,37.208,-7.4416,1,37.208,4
7,58,285,1,37.208,-7.4416,1,37.208,4
7,58,701,1,37.208,-7.4416,1,37.208,4
7,59,29,1,57.576,21.591,3,19.192,4
7,59,285,1,57.576,21.591,3,19.192,4
7,59,701,1,57.576,21.591,3,19.192,4
29,60,30,2,2.08,-3.432,5,0.41600000000000004,2
29,61,30,2,1114.4,376.11,7,159.20000000000002,2
30,62,31,1,219.075,-131.445,3,73.02499999999999,4
30,62,207,1,219.075,-131.445,3,73.02499999999999,4
30,62,516,1,219.075,-131.445,3,73.02499999999999,4
31,63,32,3,290.898,-67.8762,3,96.96600000000001,2
31,63,83,3,290.898,-67.8762,3,96.96600000000001,2
31,63,552,3,290.898,-67.8762,3,96.96600000000001,2
31,64,32,3,54.224,3.389,2,27.112,2
31,64,83,3,54.224,3.389,2,27.112,2
31,64,552,3,54.224,3.389,2,27.112,2
31,65,32,3,786.744,-258.5016,4,196.686,2
31,65,83,3,786.744,-258.5016,4,196.686,2
31,65,552,3,786.744,-258.5016,4,196.686,2
31,66,32,3,100.24,33.831,10,10.024,2
31,66,83,3,100.24,33.831,10,10.024,2
31,66,552,3,100.24,33.831,10,10.024,2
31,67,32,3,37.764,-27.6936,6,6.2940000000000005,2
31,67,83,3,37.764,-27.6936,6,6.2940000000000005,2
31,67,552,3,37.764,-27.6936,6,6.2940000000000005,2
32,68,33,2,82.8,-20.7,2,41.4,4
32,68,629,2,82.8,-20.7,2,41.4,4
32,68,787,2,82.8,-20.7,2,41.4,4
32,69,33,2,20.724,-13.816,2,10.362,4
32,69,629,2,20.724,-13.816,2,10.362,4
32,69,787,2,20.724,-13.816,2,10.362,4
32,70,33,2,4.896,-3.4272,3,1.632,4
32,70,629,2,4.896,-3.4272,3,1.632,4
32,70,787,2,4.896,-3.4272,3,1.632,4
33,71,34,1,88.8,-2.22,4,22.2,4
33,71,223,1,88.8,-2.22,4,22.2,4
34,70,35,1,8.16,-5.712,5,1.6320000000000001,4
34,72,35,1,1023.936,179.1888,8,127.992,4
34,73,35,1,9.24,0.924,1,9.24,4
34,74,35,1,479.04,-29.94,10,47.904,4
35,75,36,3,99.136,30.98,4,24.784,3
35,75,581,3,99.136,30.98,4,24.784,3
36,76,37,1,1488.424,-297.6848,7,212.632,5
37,77,38,1,375.4575,-157.0095,3,125.15249999999999,5
37,77,717,1,375.4575,-157.0095,3,125.15249999999999,5
37,78,38,1,83.976,-1.0497,3,27.992,5
37,78,717,1,83.976,-1.0497,3,27.992,5
38,79,39,2,246.384,27.7182,2,123.192,2
38,80,39,2,1799.97,701.9883,3,599.99,2
39,81,40,2,12.462,-20.5623,3,4.154,3
40,82,41,1,189.588,-145.3508,2,94.794,6
40,82,80,1,189.588,-145.3508,2,94.794,6
40,82,88,1,189.588,-145.3508,2,94.794,6
40,82,101,1,189.588,-145.3508,2,94.794,6
40,82,744,1,189.588,-145.3508,2,94.794,6
40,83,41,1,408.744,76.6395,7,58.392,6
40,83,80,1,408.744,76.6395,7,58.392,6
40,83,88,1,408.744,76.6395,7,58.392,6
40,83,101,1,408.744,76.6395,7,58.392,6
40,83,744,1,408.744,76.6395,7,58.392,6
40,83,41,1,291.96,54.7425,5,58.391999999999996,6
40,83,80,1,291.96,54.7425,5,58.391999999999996,6
40,83,88,1,291.96,54.7425,5,58.391999999999996,6
40,83,101,1,291.96,54.7425,5,58.391999999999996,6
40,83,744,1,291.96,54.7425,5,58.391999999999996,6
40,84,41,1,4.768,-0.7748,2,2.384,6
40,84,80,1,4.768,-0.7748,2,2.384,6
40,84,88,1,4.768,-0.7748,2,2.384,6
40,84,101,1,4.768,-0.7748,2,2.384,6
40,84,744,1,4.768,-0.7748,2,2.384,6
41,85,42,1,4.812,-3.6892,2,2.406,6
41,85,130,1,4.812,-3.6892,2,2.406,6
41,86,42,1,247.8,-18.585,5,49.56,6
41,86,130,1,247.8,-18.585,5,49.56,6
42,87,43,1,129.568,-24.294,2,64.784,6
42,87,136,1,129.568,-24.294,2,64.784,6
43,88,44,1,747.558,-96.1146,3,249.186,5
43,88,799,1,747.558,-96.1146,3,249.186,5
43,89,44,1,8.928,3.348,2,4.464,5
43,89,799,1,8.928,3.348,2,4.464,5
44,90,45,1,254.744,-312.0614,7,36.392,7
44,90,94,1,254.744,-312.0614,7,36.392,7
44,90,439,1,254.744,-312.0614,7,36.392,7
45,91,46,2,4.788,-7.9002,3,1.596,4
46,92,47,2,189.882,-94.941,3,63.294000000000004,3
47,93,48,1,22.62,-15.08,2,11.31,5
47,93,669,1,22.62,-15.08,2,11.31,5
47,93,756,1,22.62,-15.08,2,11.31,5
47,94,48,1,14.952,-11.9616,2,7.476,5
47,94,669,1,14.952,-11.9616,2,7.476,5
47,94,756,1,14.952,-11.9616,2,7.476,5
47,95,48,1,801.568,50.098,2,400.784,5
47,95,669,1,801.568,50.098,2,400.784,5
47,95,756,1,801.568,50.098,2,400.784,5
47,96,48,1,2.376,-1.9008,3,0.7919999999999999,5
47,96,669,1,2.376,-1.9008,3,0.7919999999999999,5
47,96,756,1,2.376,-1.9008,3,0.7919999999999999,5
47,97,48,1,32.792,11.8871,1,32.792,5
47,97,669,1,32.792,11.8871,1,32.792,5
47,97,756,1,32.792,11.8871,1,32.792,5
48,98,49,3,55.176,-12.4146,3,18.392,2
48,98,151,3,55.176,-12.4146,3,18.392,2
48,98,515,3,55.176,-12.4146,3,18.392,2
48,50,49,3,66.26,27.1666,2,33.13,2
48,50,151,3,66.26,27.1666,2,33.13,2
48,50,515,3,66.26,27.1666,2,33.13,2
48,99,49,3,66.26,27.1666,2,33.13,2
48,99,151,3,66.26,27.1666,2,33.13,2
48,99,515,3,66.26,27.1666,2,33.13,2
49,100,50,1,36.336,-7.2672,3,12.112,4
49,101,50,1,666.248,-149.9058,1,666.248,4
49,102,50,1,52.512,19.692,6,8.752,4
50,103,51,1,47.94,2.397,3,15.979999999999999,4
51,104,52,2,42.616,-68.1856,7,6.088,5
51,104,240,2,42.616,-68.1856,7,6.088,5
51,104,347,2,42.616,-68.1856,7,6.088,5
51,104,384,2,42.616,-68.1856,7,6.088,5
51,104,571,2,42.616,-68.1856,7,6.088,5
51,104,783,2,42.616,-68.1856,7,6.088,5
52,105,53,1,646.776,-145.5246,9,71.86399999999999,5
53,106,54,1,84.784,-20.1362,2,42.392,4
53,106,336,1,84.784,-20.1362,2,42.392,4
53,107,54,1,20.736,7.2576,4,5.184,4
53,107,336,1,20.736,7.2576,4,5.184,4
53,108,54,1,16.821,-12.8961,3,5.607,4
53,108,336,1,16.821,-12.8961,3,5.607,4
53,109,54,1,10.368,3.6288,2,5.184,4
53,109,336,1,10.368,3.6288,2,5.184,4
54,110,55,1,143.982,-28.7964,3,47.994,5
54,110,713,1,143.982,-28.7964,3,47.994,5
54,111,55,1,494.376,-115.3544,4,123.594,5
54,111,713,1,494.376,-115.3544,4,123.594,5
54,112,55,1,5.84,0.73,2,2.92,5
54,112,713,1,5.84,0.73,2,2.92,5
55,113,56,1,3.282,-2.6256,2,1.641,4
55,114,56,1,21.168,2.3814,9,2.352,4
55,115,56,1,55.188,-10.1178,2,27.594,4
13,116,57,1,8.69,-14.773,5,1.738,5
56,117,58,2,243.384,-51.7191,3,81.128,2
56,118,58,2,119.8,29.95,5,23.96,2
56,119,58,2,300.768,30.0768,4,75.192,2
57,120,59,1,18.882,-13.8468,3,6.2940000000000005,6
57,121,59,1,122.328,12.2328,3,40.776,6
58,122,60,1,6.48,3.1752,1,6.48,4
59,95,61,4,701.372,-50.098,2,350.686,0
59,95,422,4,701.372,-50.098,2,350.686,0
59,123,61,4,2.308,-3.462,2,1.154,0
59,123,422,4,2.308,-3.462,2,1.154,0
60,124,62,1,23.976,-14.3856,3,7.992,4
60,125,62,1,108.925,-71.8905,1,108.925,4
60,34,62,1,36.352,11.36,8,4.544,4
60,126,62,1,36.352,11.36,8,4.544,4
61,127,63,1,2.688,-7.392,3,0.896,5
61,128,63,1,27.816,4.5201,3,9.272,5
61,129,63,1,82.524,-41.262,3,27.508,5
61,130,63,1,182.994,-320.2395,3,60.998,5
62,131,64,4,7999.98,-3839.9904,4,1999.995,0
62,132,64,4,167.44,14.651,2,83.72,0
63,133,65,2,104.01,14.5614,1,104.01,2
63,134,65,2,284.82,74.0532,1,284.82,2
63,135,65,2,36.84,10.3152,3,12.280000000000001,2
64,136,66,1,281.34,109.7226,6,46.88999999999999,5
64,136,675,1,281.34,109.7226,6,46.88999999999999,5
64,79,66,1,307.98,89.3142,2,153.99,5
64,79,675,1,307.98,89.3142,2,153.99,5
64,137,66,1,299.97,113.9886,3,99.99000000000001,5
64,137,675,1,299.97,113.9886,3,99.99000000000001,5
65,138,67,3,182.72,84.0512,8,22.84,3
65,138,661,3,182.72,84.0512,8,22.84,3
65,139,67,3,400.032,-153.3456,2,200.016,3
65,139,661,3,400.032,-153.3456,2,200.016,3
65,140,67,3,33.63,10.089,3,11.21,3
65,140,661,3,33.63,10.089,3,11.21,3
65,141,67,3,542.646,102.4998,3,180.88199999999998,3
65,141,661,3,542.646,102.4998,3,180.88199999999998,3
65,142,67,3,6.3,3.024,2,3.15,3
65,142,661,3,6.3,3.024,2,3.15,3
66,143,68,1,51.52,-10.948,5,10.304,5
66,143,472,1,51.52,-10.948,5,10.304,5
66,144,68,1,3.528,1.1466,1,3.528,5
66,144,472,1,3.528,1.1466,1,3.528,5
66,145,68,1,4.624,1.6762,1,4.624,5
66,145,472,1,4.624,1.6762,1,4.624,5
66,146,68,1,55.168,6.2064,4,13.792,5
66,146,472,1,55.168,6.2064,4,13.792,5
67,147,69,2,32.07,-22.449,5,6.414,3
67,148,69,2,24.0,-2.7,2,12.0,3
67,149,69,2,35.49,-15.6156,1,35.49,3
67,150,69,2,47.984,0.5998,2,23.992,3
68,151,70,1,67.8,4.068,4,16.95,6
68,151,100,1,67.8,4.068,4,16.95,6
68,151,500,1,67.8,4.068,4,16.95,6
68,151,511,1,67.8,4.068,4,16.95,6
68,151,735,1,67.8,4.068,4,16.95,6
68,152,70,1,167.97,40.3128,3,55.99,6
68,152,100,1,167.97,40.3128,3,55.99,6
68,152,500,1,167.97,40.3128,3,55.99,6
68,152,511,1,167.97,40.3128,3,55.99,6
68,152,735,1,167.97,40.3128,3,55.99,6
69,153,71,2,51.184,-79.3352,4,12.796,5
62,154,72,1,9.664,3.2616,2,4.832,7
62,154,700,1,9.664,3.2616,2,4.832,7
70,155,73,1,21.072,1.5804,3,7.024,5
71,156,74,1,5.892,-4.1244,4,1.473,4
72,157,75,4,13.48,5.9312,4,3.37,0
73,158,76,3,8.904,-6.5296,2,4.452,2
73,158,722,3,8.904,-6.5296,2,4.452,2
74,159,77,1,99.918,-18.5562,2,49.959,6
74,159,201,1,99.918,-18.5562,2,49.959,6
74,159,408,1,99.918,-18.5562,2,49.959,6
74,160,77,1,797.944,-56.996,4,199.486,6
74,160,201,1,797.944,-56.996,4,199.486,6
74,160,408,1,797.944,-56.996,4,199.486,6
74,161,77,1,8.568,-14.5656,3,2.856,6
74,161,201,1,8.568,-14.5656,3,2.856,6
74,161,408,1,8.568,-14.5656,3,2.856,6
15,72,78,3,159.99,54.3966,1,159.99,1
15,72,489,3,159.99,54.3966,1,159.99,1
15,72,612,3,159.99,54.3966,1,159.99,1
75,162,79,3,393.165,-204.4458,3,131.055,2
75,162,138,3,393.165,-204.4458,3,131.055,2
76,163,41,1,516.488,-12.9122,7,73.784,4
76,163,80,1,516.488,-12.9122,7,73.784,4
76,163,88,1,516.488,-12.9122,7,73.784,4
76,163,101,1,516.488,-12.9122,7,73.784,4
76,163,744,1,516.488,-12.9122,7,73.784,4
76,164,41,1,1007.232,75.5424,6,167.87199999999999,4
76,164,80,1,1007.232,75.5424,6,167.87199999999999,4
76,164,88,1,1007.232,75.5424,6,167.87199999999999,4
76,164,101,1,1007.232,75.5424,6,167.87199999999999,4
76,164,744,1,1007.232,75.5424,6,167.87199999999999,4
76,165,41,1,2065.32,-619.596,12,172.11,4
76,165,80,1,2065.32,-619.596,12,172.11,4
76,165,88,1,2065.32,-619.596,12,172.11,4
76,165,101,1,2065.32,-619.596,12,172.11,4
76,165,744,1,2065.32,-619.596,12,172.11,4
76,166,41,1,15.552,5.4432,3,5.184,4
76,166,80,1,15.552,5.4432,3,5.184,4
76,166,88,1,15.552,5.4432,3,5.184,4
76,166,101,1,15.552,5.4432,3,5.184,4
76,166,744,1,15.552,5.4432,3,5.184,4
76,167,41,1,25.344,7.92,6,4.224,4
76,167,80,1,25.344,7.92,6,4.224,4
76,167,88,1,25.344,7.92,6,4.224,4
76,167,101,1,25.344,7.92,6,4.224,4
76,167,744,1,25.344,7.92,6,4.224,4
77,98,81,2,160.93,3.2186,7,22.990000000000002,3
77,168,81,2,75.792,25.5798,3,25.264,3
78,169,82,1,1.08,-0.792,2,0.54,6
78,169,239,1,1.08,-0.792,2,0.54,6
79,170,32,1,44.75,20.585,5,8.95,6
79,170,83,1,44.75,20.585,5,8.95,6
79,170,552,1,44.75,20.585,5,8.95,6
80,171,84,2,1618.37,356.0414,13,124.49,3
80,172,84,2,99.6,36.852,1,99.6,3
81,173,85,3,168.464,-29.4812,2,84.232,2
81,173,635,3,168.464,-29.4812,2,84.232,2
81,174,85,3,6.72,2.436,2,3.36,2
81,174,635,3,6.72,2.436,2,3.36,2
81,175,85,3,282.888,56.5776,9,31.432,2
81,175,635,3,282.888,56.5776,9,31.432,2
82,176,86,1,107.772,-29.2524,2,53.886,6
83,177,87,2,1.744,-0.3488,1,1.744,2
84,67,41,1,25.176,-18.4624,4,6.294,4
84,67,80,1,25.176,-18.4624,4,6.294,4
84,67,88,1,25.176,-18.4624,4,6.294,4
84,67,101,1,25.176,-18.4624,4,6.294,4
84,67,744,1,25.176,-18.4624,4,6.294,4
85,178,89,1,836.592,-264.9208,8,104.574,4
85,179,89,1,26.38,12.1348,1,26.38,4
85,180,89,1,362.92,105.2468,2,181.46,4
85,181,89,1,4899.93,2400.9657,7,699.99,4
19,182,90,1,2.694,-4.7145,3,0.898,6
19,183,90,1,2.934,-4.9878,3,0.9780000000000001,6
86,184,91,1,100.704,-16.3644,6,16.784,5
86,184,745,1,100.704,-16.3644,6,16.784,5
86,185,91,1,2.328,-0.7566,2,1.164,5
86,185,745,1,2.328,-0.7566,2,1.164,5
86,186,91,1,10.78,-17.248,5,2.1559999999999997,5
86,186,745,1,10.78,-17.248,5,2.1559999999999997,5
86,187,91,1,58.368,21.888,12,4.864,5
86,187,745,1,58.368,21.888,12,4.864,5
86,188,91,1,40.968,13.8267,3,13.656,5
86,188,745,1,40.968,13.8267,3,13.656,5
86,189,91,1,71.96,25.186,5,14.392,5
86,189,745,1,71.96,25.186,5,14.392,5
86,190,91,1,10.368,3.6288,2,5.184,5
86,190,745,1,10.368,3.6288,2,5.184,5
86,191,91,1,1.192,-2.0264,2,0.596,5
86,191,745,1,1.192,-2.0264,2,0.596,5
87,192,92,1,699.93,181.9818,7,99.99,6
87,193,92,1,22.96,6.6584,7,3.2800000000000002,6
87,20,92,1,38.6,11.58,4,9.65,6
87,194,92,1,6.63,1.7901,3,2.21,6
87,195,92,1,23.34,10.9698,3,7.78,6
87,88,92,1,1067.94,224.2674,3,355.98,6
88,196,12,3,19.44,9.3312,3,6.48,1
88,196,93,3,19.44,9.3312,3,6.48,1
88,196,600,3,19.44,9.3312,3,6.48,1
89,197,45,1,124.608,-23.364,4,31.152,4
89,197,94,1,124.608,-23.364,4,31.152,4
89,197,439,1,124.608,-23.364,4,31.152,4
89,198,45,1,7.56,2.646,3,2.52,4
89,198,94,1,7.56,2.646,3,2.52,4
89,198,439,1,7.56,2.646,3,2.52,4
56,199,95,4,85.224,7.4571,3,28.408,0
90,200,96,1,22.38,10.7424,2,11.19,4
91,201,97,1,5.176,-7.764,4,1.294,4
91,201,190,1,5.176,-7.764,4,1.294,4
92,202,98,4,15.552,5.4432,3,5.184,0
92,202,165,4,15.552,5.4432,3,5.184,0
92,203,98,4,15.712,2.5532,4,3.928,0
92,203,165,4,15.712,2.5532,4,3.928,0
92,204,98,4,24.672,2.1588,2,12.336,0
92,204,165,4,24.672,2.1588,2,12.336,0
92,205,98,4,55.968,-2.0988,1,55.968,0
92,205,165,4,55.968,-2.0988,1,55.968,0
93,44,99,1,141.372,-48.4704,2,70.686,4
93,44,287,1,141.372,-48.4704,2,70.686,4
93,206,99,1,3.036,-2.3276,2,1.518,4
93,206,287,1,3.036,-2.3276,2,1.518,4
93,207,99,1,4.503,-3.6024,1,4.503,4
93,207,287,1,4.503,-3.6024,1,4.503,4
93,208,99,1,4.672,1.5768,1,4.672,4
93,208,287,1,4.672,1.5768,1,4.672,4
93,209,99,1,95.88,28.764,3,31.959999999999997,4
93,209,287,1,95.88,28.764,3,31.959999999999997,4
93,210,99,1,17.024,1.7024,2,8.512,4
93,210,287,1,17.024,1.7024,2,8.512,4
93,211,99,1,258.696,64.674,3,86.23200000000001,4
93,211,287,1,258.696,64.674,3,86.23200000000001,4
93,212,99,1,1931.958,-386.3916,7,275.994,4
93,212,287,1,1931.958,-386.3916,7,275.994,4
94,213,70,1,398.352,124.485,3,132.784,7
94,213,100,1,398.352,124.485,3,132.784,7
94,213,500,1,398.352,124.485,3,132.784,7
94,213,511,1,398.352,124.485,3,132.784,7
94,213,735,1,398.352,124.485,3,132.784,7
94,214,70,1,8.72,3.5752,4,2.18,7
94,214,100,1,8.72,3.5752,4,2.18,7
94,214,500,1,8.72,3.5752,4,2.18,7
94,214,511,1,8.72,3.5752,4,2.18,7
94,214,735,1,8.72,3.5752,4,2.18,7
95,215,41,2,27.882,-20.4468,3,9.294,4
95,215,80,2,27.882,-20.4468,3,9.294,4
95,215,88,2,27.882,-20.4468,3,9.294,4
95,215,101,2,27.882,-20.4468,3,9.294,4
95,215,744,2,27.882,-20.4468,3,9.294,4
95,216,41,2,540.048,-47.2542,3,180.016,4
95,216,80,2,540.048,-47.2542,3,180.016,4
95,216,88,2,540.048,-47.2542,3,180.016,4
95,216,101,2,540.048,-47.2542,3,180.016,4
95,216,744,2,540.048,-47.2542,3,180.016,4
95,209,41,2,255.68,76.704,8,31.96,4
95,209,80,2,255.68,76.704,8,31.96,4
95,209,88,2,255.68,76.704,8,31.96,4
95,209,101,2,255.68,76.704,8,31.96,4
95,209,744,2,255.68,76.704,8,31.96,4
96,217,102,1,17.616,-14.0928,4,4.404,7
96,217,801,1,17.616,-14.0928,4,4.404,7
97,218,103,1,142.86,41.4294,1,142.86,5
97,13,103,1,292.272,18.267,6,48.711999999999996,5
97,31,103,1,292.272,18.267,6,48.711999999999996,5
98,219,104,1,102.336,-12.792,4,25.584,5
98,219,535,1,102.336,-12.792,4,25.584,5
98,219,575,1,102.336,-12.792,4,25.584,5
98,220,104,1,48.792,-126.8592,3,16.264,5
98,220,535,1,48.792,-126.8592,3,16.264,5
98,220,575,1,48.792,-126.8592,3,16.264,5
98,221,104,1,44.848,-67.272,8,5.606,5
98,221,535,1,44.848,-67.272,8,5.606,5
98,221,575,1,44.848,-67.272,8,5.606,5
99,222,105,1,2.772,-4.851,7,0.39599999999999996,6
100,223,106,1,23.99,5.5177,1,23.99,4
100,224,106,1,287.97,77.7519,3,95.99000000000001,4
101,225,107,1,155.372,-13.3176,2,77.686,7
101,225,757,1,155.372,-13.3176,2,77.686,7
102,226,108,3,17.46,-30.555,6,2.91,3
103,227,109,1,25.11,6.5286,3,8.37,5
103,227,550,1,25.11,6.5286,3,8.37,5
103,227,599,1,25.11,6.5286,3,8.37,5
103,227,718,1,25.11,6.5286,3,8.37,5
104,228,110,4,220.776,-44.1552,3,73.592,0
104,228,209,4,220.776,-44.1552,3,73.592,0
104,219,110,4,281.424,-35.178,11,25.584,0
104,219,209,4,281.424,-35.178,11,25.584,0
105,229,111,2,145.568,0.0,2,72.784,5
105,229,265,2,145.568,0.0,2,72.784,5
105,229,278,2,145.568,0.0,2,72.784,5
106,230,112,3,38.388,-25.592,14,2.742,1
